Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Asic Engineer,2.0,2023-06-13,"Former employee, more than 1 year",Only pro is Getting Brand name in resume,A significant percent of the L6 and above in Bangalore are not worth the salary that is paid. They do very less work and are unable to provide sufficient technical advice and lack expertise. Promotions are based on regional/language affiliations and/or PR work. If you don't have informal connections with seniors don't expect any bonus even if you have done good work.,Google
Accommodation Manager,5.0,2023-11-01,"Current employee, more than 1 year","Great mat/pat leave 7 months for mothers 1 month before your due date, and 6 months after 3 months for fathers",Perks have been rolling back since I started,Google
Enterprise Sales Representative,5.0,2023-12-07,Current employee,"Amazing culture, pay, work/life balance, benefits.",None that I have experienced right now.,Google
Strategy,4.0,2023-12-20,Former employee,Great work and love the people,"None come to mind, great place",Google
It Developer,4.0,2023-12-17,"Current employee, less than 1 year","Nice work, I am happy","Over work, but difficult, it is so good",Google
Senior Frontend Architect,4.0,2023-12-12,"Former employee, more than 3 years",Good family home balance A good place to grow up,"A small screw in the system, often boring",Google
Machine Learning Internship,5.0,2023-11-19,Former employee,"Awesome atmosphere, I really enjoyed working with the people at google",Sometimes it gets too hot weather,Google
Junior Analyst I,5.0,2023-12-11,"Current employee, more than 1 year",Loved the people and the culture,None that I can think of,Google
International Dealer,5.0,2023-12-06,Current employee,"Pay, hours, experienced management, opportunities for growth",Workload is higher than they tell you upfront,Google
Sourcing Recruiter,5.0,2023-10-26,Former employee,Working with some of the smartest people. Working on life changing projects. Access to so many resources for career growth.,Workflows and processes tend to be overengineered to the point where it can make your job more difficult.,Google
